rank,name,stars,forks,language,description,url,clone_url,created_at,updated_at
756,maven/shared-guava,100,21,Java,A popular Java service for tomcat,https://github.com/maven/shared-guava,https://github.com/maven/shared-guava.git,2019-08-25T22:56:09.327837Z,2024-10-29T22:56:09.327844Z
757,netflix/extension-spring,100,16,Java,A popular Java core for elasticsearch,https://github.com/netflix/extension-spring,https://github.com/netflix/extension-spring.git,2016-02-03T22:56:09.327760Z,2024-12-30T22:56:09.327767Z
758,baidu/library-hadoop,100,8,Java,A popular Java base for cloud,https://github.com/baidu/library-hadoop,https://github.com/baidu/library-hadoop.git,2016-02-15T22:56:09.327709Z,2025-07-30T22:56:09.327711Z
759,facebook/reactor-server,100,37,Java,A popular Java service for okhttp,https://github.com/facebook/reactor-server,https://github.com/facebook/reactor-server.git,2011-10-16T22:56:09.327685Z,2025-03-13T22:56:09.327686Z
760,microsoft/core-web,100,30,Java,A popular Java shared for boot,https://github.com/microsoft/core-web,https://github.com/microsoft/core-web.git,2020-08-12T22:56:09.317651Z,2025-08-20T22:56:09.317654Z
761,airbnb/elasticsearch,100,35,Java,A popular Java tool for data,https://github.com/airbnb/elasticsearch,https://github.com/airbnb/elasticsearch.git,2015-03-16T22:56:09.317597Z,2025-01-08T22:56:09.317601Z
762,twitter/elasticsearch,100,13,Java,A popular Java shared for data,https://github.com/twitter/elasticsearch,https://github.com/twitter/elasticsearch.git,2024-03-23T22:56:09.310186Z,2024-12-28T22:56:09.310201Z
763,microsoft/shared-tomcat,100,10,Java,A popular Java framework for cassandra,https://github.com/microsoft/shared-tomcat,https://github.com/microsoft/shared-tomcat.git,2012-03-08T22:56:09.345360Z,2024-10-09T22:56:09.345361Z
764,sonar/reactor-v2,100,26,Java,A popular Java shared for zookeeper,https://github.com/sonar/reactor-v2,https://github.com/sonar/reactor-v2.git,2014-12-26T22:56:09.345334Z,2025-02-11T22:56:09.345335Z
765,gitlab/data,100,14,Java,A popular Java common for web,https://github.com/gitlab/data,https://github.com/gitlab/data.git,2016-05-30T22:56:09.345264Z,2025-04-28T22:56:09.345266Z
766,microsoft/rest,100,25,Java,A popular Java tool for guava,https://github.com/microsoft/rest,https://github.com/microsoft/rest.git,2015-02-04T22:56:09.345242Z,2025-02-28T22:56:09.345244Z
767,maven/library-spark,100,25,Java,A popular Java shared for data,https://github.com/maven/library-spark,https://github.com/maven/library-spark.git,2020-10-16T22:56:09.346225Z,2024-11-22T22:56:09.346227Z
768,maven/akka-2,100,30,Java,A popular Java base for spark,https://github.com/maven/akka-2,https://github.com/maven/akka-2.git,2022-02-07T22:56:09.346201Z,2025-04-05T22:56:09.346203Z
769,linkedin/framework-microservice-client,100,19,Java,A popular Java common for mongodb,https://github.com/linkedin/framework-microservice-client,https://github.com/linkedin/framework-microservice-client.git,2023-11-06T22:56:09.346178Z,2024-12-20T22:56:09.346179Z
770,maven/httpclient,100,14,Java,A popular Java shared for jackson,https://github.com/maven/httpclient,https://github.com/maven/httpclient.git,2012-12-14T22:56:09.346086Z,2025-09-13T22:56:09.346088Z
771,amazon/mongodb-java,100,18,Java,A popular Java plugin for cassandra,https://github.com/amazon/mongodb-java,https://github.com/amazon/mongodb-java.git,2016-05-24T22:56:09.346017Z,2025-02-14T22:56:09.346019Z
772,linkedin/plugin-storm,100,35,Java,A popular Java api for rxjava,https://github.com/linkedin/plugin-storm,https://github.com/linkedin/plugin-storm.git,2023-06-25T22:56:09.345993Z,2025-03-14T22:56:09.345995Z
773,dropbox/elasticsearch,100,15,Java,A popular Java tool for jetty,https://github.com/dropbox/elasticsearch,https://github.com/dropbox/elasticsearch.git,2011-12-30T22:56:09.345918Z,2025-07-07T22:56:09.345919Z
774,alibaba/lucene,100,34,Java,A popular Java api for hbase,https://github.com/alibaba/lucene,https://github.com/alibaba/lucene.git,2019-01-10T22:56:09.356096Z,2025-02-16T22:56:09.356099Z
775,amazon/base-jackson-client,100,35,Java,A popular Java library for guava,https://github.com/amazon/base-jackson-client,https://github.com/amazon/base-jackson-client.git,2013-06-13T22:56:09.345778Z,2025-04-16T22:56:09.345780Z
776,amazon/microservice,100,14,Java,A popular Java shared for rxjava,https://github.com/amazon/microservice,https://github.com/amazon/microservice.git,2016-07-12T22:56:09.345732Z,2024-10-22T22:56:09.345734Z
777,square/kafka,100,13,Java,A popular Java server for akka,https://github.com/square/kafka,https://github.com/square/kafka.git,2020-02-28T22:56:09.345675Z,2024-11-13T22:56:09.345676Z
778,google/lucene-next,100,39,Java,A popular Java api for storm,https://github.com/google/lucene-next,https://github.com/google/lucene-next.git,2020-03-04T22:56:09.345651Z,2024-11-14T22:56:09.345653Z
779,apache/plugin-flink,100,36,Java,A popular Java core for boot,https://github.com/apache/plugin-flink,https://github.com/apache/plugin-flink.git,2023-05-21T22:56:09.345625Z,2025-04-19T22:56:09.345626Z
780,google/redis-client,100,35,Java,A popular Java core for jackson,https://github.com/google/redis-client,https://github.com/google/redis-client.git,2011-08-08T22:56:09.345555Z,2025-08-12T22:56:09.345556Z
781,github/plugin-flink,100,25,Java,A popular Java common for cassandra,https://github.com/github/plugin-flink,https://github.com/github/plugin-flink.git,2021-12-09T22:56:09.345531Z,2025-02-08T22:56:09.345533Z
782,sonar/cassandra,100,15,Java,A popular Java tool for jackson,https://github.com/sonar/cassandra,https://github.com/sonar/cassandra.git,2017-06-28T22:56:09.345483Z,2025-05-18T22:56:09.345484Z
783,maven/hbase,100,14,Java,A popular Java framework for cassandra,https://github.com/maven/hbase,https://github.com/maven/hbase.git,2011-12-23T22:56:09.346372Z,2025-07-22T22:56:09.346374Z
784,spotify/utils-jackson-spring,100,39,Java,A popular Java base for security,https://github.com/spotify/utils-jackson-spring,https://github.com/spotify/utils-jackson-spring.git,2017-04-19T22:56:09.346350Z,2024-11-16T22:56:09.346351Z
785,alibaba/web,100,35,Java,A popular Java framework for netty,https://github.com/alibaba/web,https://github.com/alibaba/web.git,2019-03-23T22:56:09.346304Z,2024-09-28T22:56:09.346305Z
786,netflix/plugin-api-v2,100,14,Java,A popular Java shared for httpclient,https://github.com/netflix/plugin-api-v2,https://github.com/netflix/plugin-api-v2.git,2016-05-01T22:56:09.317541Z,2024-09-27T22:56:09.317544Z
787,eclipse/api-rxjava,100,16,Java,A popular Java plugin for gson,https://github.com/eclipse/api-rxjava,https://github.com/eclipse/api-rxjava.git,2010-11-03T22:56:09.317488Z,2025-03-11T22:56:09.317491Z
788,atlassian/rxjava,100,29,Java,A popular Java framework for commons,https://github.com/atlassian/rxjava,https://github.com/atlassian/rxjava.git,2021-09-06T22:56:09.317439Z,2024-09-21T22:56:09.317442Z
789,gradle/library-okhttp,100,24,Java,A popular Java server for storm,https://github.com/gradle/library-okhttp,https://github.com/gradle/library-okhttp.git,2012-08-20T22:56:09.317392Z,2025-05-15T22:56:09.317395Z
790,sonar/mongodb,100,31,Java,A popular Java base for reactor,https://github.com/sonar/mongodb,https://github.com/sonar/mongodb.git,2017-09-02T22:56:09.317337Z,2025-02-13T22:56:09.317340Z
791,netflix/guava,100,7,Java,A popular Java server for hbase,https://github.com/netflix/guava,https://github.com/netflix/guava.git,2021-01-01T22:56:09.359634Z,2025-02-08T22:56:09.359637Z
792,maven/okhttp,100,39,Java,A popular Java service for netty,https://github.com/maven/okhttp,https://github.com/maven/okhttp.git,2013-09-02T22:56:09.317128Z,2024-12-28T22:56:09.317132Z
793,spring/server-web-next,100,17,Java,A popular Java service for jackson,https://github.com/spring/server-web-next,https://github.com/spring/server-web-next.git,2019-12-17T22:56:09.317071Z,2024-12-09T22:56:09.317075Z
794,oracle/netty,100,18,Java,A popular Java server for httpclient,https://github.com/oracle/netty,https://github.com/oracle/netty.git,2014-11-17T22:56:09.316960Z,2024-10-20T22:56:09.316963Z
795,airbnb/microservice-v2,100,37,Java,A popular Java server for boot,https://github.com/airbnb/microservice-v2,https://github.com/airbnb/microservice-v2.git,2018-10-16T22:56:09.360186Z,2025-09-10T22:56:09.360188Z
796,uber/base-spring,100,29,Java,A popular Java service for elasticsearch,https://github.com/uber/base-spring,https://github.com/uber/base-spring.git,2022-03-31T22:56:09.327574Z,2025-01-13T22:56:09.327576Z
797,gitlab/retrofit,100,28,Java,A popular Java service for microservice,https://github.com/gitlab/retrofit,https://github.com/gitlab/retrofit.git,2012-03-08T22:56:09.327525Z,2025-03-03T22:56:09.327527Z
798,spotify/zookeeper,100,28,Java,A popular Java extension for akka,https://github.com/spotify/zookeeper,https://github.com/spotify/zookeeper.git,2022-06-08T22:56:09.346251Z,2025-08-28T22:56:09.346252Z
799,ibm/rest,100,25,Java,A popular Java client for web,https://github.com/ibm/rest,https://github.com/ibm/rest.git,2019-10-22T22:56:09.327337Z,2024-10-05T22:56:09.327339Z
800,linkedin/api-httpclient-v2,100,35,Java,A popular Java extension for commons,https://github.com/linkedin/api-httpclient-v2,https://github.com/linkedin/api-httpclient-v2.git,2020-02-13T22:56:09.327262Z,2024-12-05T22:56:09.327264Z
801,baidu/zookeeper,100,15,Java,A popular Java api for cassandra,https://github.com/baidu/zookeeper,https://github.com/baidu/zookeeper.git,2014-07-24T22:56:09.327196Z,2025-01-19T22:56:09.327198Z
802,alibaba/httpclient,100,19,Java,A popular Java core for hadoop,https://github.com/alibaba/httpclient,https://github.com/alibaba/httpclient.git,2023-12-12T22:56:09.327116Z,2025-04-28T22:56:09.327117Z
803,oracle/okhttp-server,100,20,Java,A popular Java service for hbase,https://github.com/oracle/okhttp-server,https://github.com/oracle/okhttp-server.git,2018-02-13T22:56:09.327083Z,2025-02-13T22:56:09.327086Z
804,github/api,100,11,Java,A popular Java common for retrofit,https://github.com/github/api,https://github.com/github/api.git,2013-07-21T22:56:09.327039Z,2025-01-23T22:56:09.327042Z
805,jetbrains/cloud,100,32,Java,A popular Java base for reactor,https://github.com/jetbrains/cloud,https://github.com/jetbrains/cloud.git,2022-10-13T22:56:09.326973Z,2025-03-10T22:56:09.326984Z
806,google/spark,100,13,Java,A popular Java core for cloud,https://github.com/google/spark,https://github.com/google/spark.git,2022-12-01T22:56:09.346594Z,2025-06-26T22:56:09.346596Z
807,spotify/okhttp,100,24,Java,A popular Java core for data,https://github.com/spotify/okhttp,https://github.com/spotify/okhttp.git,2014-12-23T22:56:09.346570Z,2024-09-23T22:56:09.346571Z
808,twitter/base-retrofit-2,100,34,Java,A popular Java tool for storm,https://github.com/twitter/base-retrofit-2,https://github.com/twitter/base-retrofit-2.git,2021-12-09T22:56:09.346547Z,2024-10-14T22:56:09.346548Z
809,alibaba/guava-server,100,29,Java,A popular Java tool for spark,https://github.com/alibaba/guava-server,https://github.com/alibaba/guava-server.git,2013-02-08T22:56:09.346520Z,2025-01-25T22:56:09.346522Z
810,ibm/utils-security,100,16,Java,A popular Java base for redis,https://github.com/ibm/utils-security,https://github.com/ibm/utils-security.git,2012-06-28T22:56:09.346494Z,2025-06-14T22:56:09.346495Z
811,square/common-lucene,100,8,Java,A popular Java extension for tomcat,https://github.com/square/common-lucene,https://github.com/square/common-lucene.git,2014-01-09T22:56:09.346470Z,2024-09-28T22:56:09.346472Z
812,ibm/extension-cassandra,100,26,Java,A popular Java client for boot,https://github.com/ibm/extension-cassandra,https://github.com/ibm/extension-cassandra.git,2014-10-10T22:56:09.346418Z,2025-01-30T22:56:09.346420Z
813,amazon/lucene,100,30,Java,A popular Java shared for boot,https://github.com/amazon/lucene,https://github.com/amazon/lucene.git,2022-03-29T22:56:09.348321Z,2025-04-01T22:56:09.348325Z
814,microsoft/client-tomcat-server,100,6,Java,A popular Java utils for reactor,https://github.com/microsoft/client-tomcat-server,https://github.com/microsoft/client-tomcat-server.git,2020-12-19T22:56:09.348252Z,2025-01-17T22:56:09.348256Z
815,twitter/tomcat,100,19,Java,A popular Java base for rest,https://github.com/twitter/tomcat,https://github.com/twitter/tomcat.git,2016-09-05T22:56:09.347900Z,2024-12-20T22:56:09.347906Z
816,microsoft/tomcat,100,31,Java,A popular Java shared for boot,https://github.com/microsoft/tomcat,https://github.com/microsoft/tomcat.git,2014-03-09T22:56:09.347832Z,2025-05-16T22:56:09.347836Z
817,maven/hadoop,100,30,Java,A popular Java plugin for retrofit,https://github.com/maven/hadoop,https://github.com/maven/hadoop.git,2015-01-29T22:56:09.347755Z,2024-12-08T22:56:09.347771Z
818,spring/microservice,100,7,Java,A popular Java client for api,https://github.com/spring/microservice,https://github.com/spring/microservice.git,2013-06-15T22:56:09.314149Z,2025-01-24T22:56:09.314153Z
819,oracle/akka,100,30,Java,A popular Java server for cloud,https://github.com/oracle/akka,https://github.com/oracle/akka.git,2017-07-07T22:56:09.314023Z,2024-10-04T22:56:09.314026Z
820,microsoft/lucene,100,35,Java,A popular Java service for jackson,https://github.com/microsoft/lucene,https://github.com/microsoft/lucene.git,2020-12-27T22:56:09.313831Z,2024-12-06T22:56:09.313838Z
821,twitter/tomcat,100,32,Java,A popular Java base for okhttp,https://github.com/twitter/tomcat,https://github.com/twitter/tomcat.git,2016-09-04T22:56:09.313656Z,2024-12-09T22:56:09.313663Z
822,linkedin/jackson,100,17,Java,A popular Java utils for storm,https://github.com/linkedin/jackson,https://github.com/linkedin/jackson.git,2017-02-17T22:56:09.313234Z,2024-10-31T22:56:09.313238Z
823,atlassian/zookeeper-v2,100,37,Java,A popular Java shared for kafka,https://github.com/atlassian/zookeeper-v2,https://github.com/atlassian/zookeeper-v2.git,2018-02-06T22:56:09.313107Z,2025-08-14T22:56:09.313111Z
824,redhat/data-client,100,24,Java,A popular Java shared for cassandra,https://github.com/redhat/data-client,https://github.com/redhat/data-client.git,2013-04-15T22:56:09.312907Z,2025-03-09T22:56:09.312912Z
825,ibm/flink,100,26,Java,A popular Java tool for security,https://github.com/ibm/flink,https://github.com/ibm/flink.git,2015-07-18T22:56:09.347309Z,2025-02-07T22:56:09.347312Z
826,airbnb/cloud,100,29,Java,A popular Java tool for hbase,https://github.com/airbnb/cloud,https://github.com/airbnb/cloud.git,2015-03-29T22:56:09.347253Z,2024-10-30T22:56:09.347257Z
827,dropbox/api-kafka-2,100,5,Java,A popular Java framework for flink,https://github.com/dropbox/api-kafka-2,https://github.com/dropbox/api-kafka-2.git,2014-05-28T22:56:09.347174Z,2025-01-26T22:56:09.347186Z
828,atlassian/okhttp-core,100,18,Java,A popular Java service for spring,https://github.com/atlassian/okhttp-core,https://github.com/atlassian/okhttp-core.git,2021-01-20T22:56:09.327390Z,2024-11-25T22:56:09.327392Z
829,eclipse/jetty,100,10,Java,A popular Java api for rxjava,https://github.com/eclipse/jetty,https://github.com/eclipse/jetty.git,2012-08-29T22:56:09.326282Z,2025-07-09T22:56:09.326287Z
830,square/library-cassandra,100,19,Java,A popular Java client for flink,https://github.com/square/library-cassandra,https://github.com/square/library-cassandra.git,2017-11-02T22:56:09.318951Z,2025-02-14T22:56:09.318954Z
831,microsoft/framework-cloud,100,13,Java,A popular Java extension for web,https://github.com/microsoft/framework-cloud,https://github.com/microsoft/framework-cloud.git,2016-09-16T22:56:09.325800Z,2024-11-08T22:56:09.325804Z
832,apache/core-httpclient,100,18,Java,A popular Java core for akka,https://github.com/apache/core-httpclient,https://github.com/apache/core-httpclient.git,2022-08-24T22:56:09.325612Z,2025-08-25T22:56:09.325615Z
833,apache/library-okhttp,100,21,Java,A popular Java client for httpclient,https://github.com/apache/library-okhttp,https://github.com/apache/library-okhttp.git,2020-12-13T22:56:09.325551Z,2024-10-03T22:56:09.325556Z
834,google/plugin-rest,100,8,Java,A popular Java tool for data,https://github.com/google/plugin-rest,https://github.com/google/plugin-rest.git,2017-06-02T22:56:09.325480Z,2025-04-08T22:56:09.325485Z
835,amazon/rxjava,100,11,Java,A popular Java tool for hadoop,https://github.com/amazon/rxjava,https://github.com/amazon/rxjava.git,2013-10-11T22:56:09.325347Z,2024-11-04T22:56:09.325351Z
836,airbnb/akka,100,30,Java,A popular Java library for retrofit,https://github.com/airbnb/akka,https://github.com/airbnb/akka.git,2023-10-22T22:56:09.325131Z,2024-11-19T22:56:09.325135Z
837,spotify/cloud-client,100,6,Java,A popular Java client for mongodb,https://github.com/spotify/cloud-client,https://github.com/spotify/cloud-client.git,2012-02-16T22:56:09.325073Z,2025-02-26T22:56:09.325078Z
838,linkedin/api-spring,100,25,Java,A popular Java utils for jetty,https://github.com/linkedin/api-spring,https://github.com/linkedin/api-spring.git,2019-06-07T22:56:09.348886Z,2025-02-16T22:56:09.348889Z
839,redhat/tomcat,100,34,Java,A popular Java service for netty,https://github.com/redhat/tomcat,https://github.com/redhat/tomcat.git,2022-05-09T22:56:09.348831Z,2024-11-11T22:56:09.348834Z
840,oracle/akka-client,100,17,Java,A popular Java client for gson,https://github.com/oracle/akka-client,https://github.com/oracle/akka-client.git,2020-04-23T22:56:09.348675Z,2025-07-16T22:56:09.348679Z
841,alibaba/kafka,100,36,Java,A popular Java service for cloud,https://github.com/alibaba/kafka,https://github.com/alibaba/kafka.git,2016-11-08T22:56:09.348614Z,2025-01-15T22:56:09.348617Z
842,github/netty,100,21,Java,A popular Java core for jetty,https://github.com/github/netty,https://github.com/github/netty.git,2018-08-23T22:56:09.348563Z,2025-05-13T22:56:09.348566Z
843,square/akka,100,9,Java,A popular Java client for jackson,https://github.com/square/akka,https://github.com/square/akka.git,2010-11-26T22:56:09.348458Z,2025-06-02T22:56:09.348461Z
844,gradle/data,100,29,Java,A popular Java base for zookeeper,https://github.com/gradle/data,https://github.com/gradle/data.git,2017-03-19T22:56:09.350322Z,2025-06-15T22:56:09.350325Z
845,amazon/cassandra,100,14,Java,A popular Java server for tomcat,https://github.com/amazon/cassandra,https://github.com/amazon/cassandra.git,2022-01-12T22:56:09.350221Z,2025-09-13T22:56:09.350224Z
846,apache/flink,100,33,Java,A popular Java library for cloud,https://github.com/apache/flink,https://github.com/apache/flink.git,2014-12-28T22:56:09.350115Z,2024-11-23T22:56:09.350119Z
847,spring/jetty,100,30,Java,A popular Java core for microservice,https://github.com/spring/jetty,https://github.com/spring/jetty.git,2017-10-02T22:56:09.349895Z,2024-10-12T22:56:09.349899Z
848,maven/flink-v2,100,33,Java,A popular Java server for commons,https://github.com/maven/flink-v2,https://github.com/maven/flink-v2.git,2024-01-09T22:56:09.349771Z,2025-08-31T22:56:09.349774Z
849,maven/akka,100,24,Java,A popular Java service for security,https://github.com/maven/akka,https://github.com/maven/akka.git,2018-10-02T22:56:09.349705Z,2025-08-25T22:56:09.349708Z
850,amazon/rxjava-spring,100,34,Java,A popular Java base for security,https://github.com/amazon/rxjava-spring,https://github.com/amazon/rxjava-spring.git,2014-11-07T22:56:09.349654Z,2024-09-27T22:56:09.349657Z
851,twitter/okhttp-server,100,20,Java,A popular Java library for redis,https://github.com/twitter/okhttp-server,https://github.com/twitter/okhttp-server.git,2017-08-30T22:56:09.349600Z,2025-01-16T22:56:09.349603Z
852,gradle/base-jetty,100,10,Java,A popular Java common for tomcat,https://github.com/gradle/base-jetty,https://github.com/gradle/base-jetty.git,2016-09-01T22:56:09.349440Z,2025-02-14T22:56:09.349443Z
853,github/microservice-v2,100,15,Java,A popular Java common for jetty,https://github.com/github/microservice-v2,https://github.com/github/microservice-v2.git,2017-10-31T22:56:09.349387Z,2024-11-01T22:56:09.349391Z
854,dropbox/server-cloud,100,19,Java,A popular Java utils for security,https://github.com/dropbox/server-cloud,https://github.com/dropbox/server-cloud.git,2012-05-06T22:56:09.349275Z,2025-09-05T22:56:09.349278Z
855,dropbox/common-api,100,18,Java,A popular Java tool for lucene,https://github.com/dropbox/common-api,https://github.com/dropbox/common-api.git,2014-08-27T22:56:09.349113Z,2025-06-28T22:56:09.349117Z
856,sonar/web,100,25,Java,A popular Java library for commons,https://github.com/sonar/web,https://github.com/sonar/web.git,2021-02-02T22:56:09.349051Z,2025-09-10T22:56:09.349054Z
857,maven/base-spark-server,100,15,Java,A popular Java client for jackson,https://github.com/maven/base-spark-server,https://github.com/maven/base-spark-server.git,2016-07-18T22:56:09.348999Z,2025-03-03T22:56:09.349002Z
858,dropbox/base-storm,100,39,Java,A popular Java service for jackson,https://github.com/dropbox/base-storm,https://github.com/dropbox/base-storm.git,2022-10-11T22:56:09.326422Z,2025-06-16T22:56:09.326427Z
859,linkedin/spring,100,17,Java,A popular Java utils for netty,https://github.com/linkedin/spring,https://github.com/linkedin/spring.git,2019-02-24T22:56:09.325001Z,2025-01-11T22:56:09.325005Z
860,tencent/guava,100,12,Java,A popular Java library for commons,https://github.com/tencent/guava,https://github.com/tencent/guava.git,2024-05-23T22:56:09.324935Z,2025-03-18T22:56:09.324939Z
861,sonar/spring,100,14,Java,A popular Java tool for jackson,https://github.com/sonar/spring,https://github.com/sonar/spring.git,2022-02-07T22:56:09.324796Z,2025-04-04T22:56:09.324802Z
862,gitlab/spring,100,23,Java,A popular Java service for cassandra,https://github.com/gitlab/spring,https://github.com/gitlab/spring.git,2011-03-24T22:56:09.324486Z,2024-10-18T22:56:09.324489Z
863,facebook/base-spring,100,24,Java,A popular Java framework for lucene,https://github.com/facebook/base-spring,https://github.com/facebook/base-spring.git,2023-03-07T22:56:09.324420Z,2024-11-10T22:56:09.324426Z
864,github/akka,100,28,Java,A popular Java extension for netty,https://github.com/github/akka,https://github.com/github/akka.git,2017-05-28T22:56:09.324276Z,2025-05-31T22:56:09.324281Z
865,atlassian/okhttp,100,13,Java,A popular Java common for zookeeper,https://github.com/atlassian/okhttp,https://github.com/atlassian/okhttp.git,2022-01-10T22:56:09.324110Z,2024-10-13T22:56:09.324115Z
866,netflix/core-lucene,100,10,Java,A popular Java common for spring,https://github.com/netflix/core-lucene,https://github.com/netflix/core-lucene.git,2022-04-03T22:56:09.323823Z,2025-09-06T22:56:09.323827Z
867,oracle/common-zookeeper,100,23,Java,A popular Java plugin for okhttp,https://github.com/oracle/common-zookeeper,https://github.com/oracle/common-zookeeper.git,2013-12-03T22:56:09.323652Z,2025-04-26T22:56:09.323657Z
868,gitlab/service-boot,100,9,Java,A popular Java core for akka,https://github.com/gitlab/service-boot,https://github.com/gitlab/service-boot.git,2012-03-13T22:56:09.323544Z,2025-04-21T22:56:09.323576Z
869,alibaba/client-flink,100,21,Java,A popular Java utils for tomcat,https://github.com/alibaba/client-flink,https://github.com/alibaba/client-flink.git,2019-10-20T22:56:09.323486Z,2024-09-28T22:56:09.323489Z
870,airbnb/retrofit,100,27,Java,A popular Java service for data,https://github.com/airbnb/retrofit,https://github.com/airbnb/retrofit.git,2014-08-15T22:56:09.350819Z,2025-04-10T22:56:09.350822Z
871,sonar/library-gson,100,34,Java,A popular Java api for gson,https://github.com/sonar/library-gson,https://github.com/sonar/library-gson.git,2020-05-19T22:56:09.350767Z,2025-08-14T22:56:09.350771Z
872,jetbrains/mongodb,100,5,Java,A popular Java framework for mongodb,https://github.com/jetbrains/mongodb,https://github.com/jetbrains/mongodb.git,2021-02-13T22:56:09.350598Z,2025-09-05T22:56:09.350601Z
873,tencent/common-hbase,100,35,Java,A popular Java base for akka,https://github.com/tencent/common-hbase,https://github.com/tencent/common-hbase.git,2019-07-02T22:56:09.350543Z,2025-02-12T22:56:09.350546Z
874,apache/plugin-cassandra-v2,100,26,Java,A popular Java base for akka,https://github.com/apache/plugin-cassandra-v2,https://github.com/apache/plugin-cassandra-v2.git,2020-11-12T22:56:09.323281Z,2025-07-01T22:56:09.323285Z
875,spotify/api-akka,100,33,Java,A popular Java api for commons,https://github.com/spotify/api-akka,https://github.com/spotify/api-akka.git,2011-05-20T22:56:09.323168Z,2024-09-26T22:56:09.323171Z
876,spring/web-2,100,33,Java,A popular Java library for mongodb,https://github.com/spring/web-2,https://github.com/spring/web-2.git,2022-03-11T22:56:09.322991Z,2025-07-05T22:56:09.322994Z
877,spotify/tool-redis-client,100,24,Java,A popular Java service for jetty,https://github.com/spotify/tool-redis-client,https://github.com/spotify/tool-redis-client.git,2023-05-05T22:56:09.311269Z,2025-03-08T22:56:09.311273Z
878,eclipse/common-microservice,100,24,Java,A popular Java utils for flink,https://github.com/eclipse/common-microservice,https://github.com/eclipse/common-microservice.git,2022-01-23T22:56:09.322885Z,2025-03-29T22:56:09.322888Z
879,redhat/gson,100,6,Java,A popular Java api for reactor,https://github.com/redhat/gson,https://github.com/redhat/gson.git,2014-06-10T22:56:09.322761Z,2024-10-30T22:56:09.322764Z
880,amazon/mongodb,100,7,Java,A popular Java server for guava,https://github.com/amazon/mongodb,https://github.com/amazon/mongodb.git,2023-11-17T22:56:09.322657Z,2025-05-02T22:56:09.322661Z
881,jetbrains/common-cassandra,100,8,Java,A popular Java tool for api,https://github.com/jetbrains/common-cassandra,https://github.com/jetbrains/common-cassandra.git,2014-05-19T22:56:09.322596Z,2025-08-17T22:56:09.322603Z
882,github/gson,100,17,Java,A popular Java base for web,https://github.com/github/gson,https://github.com/github/gson.git,2016-01-24T22:56:09.322481Z,2025-05-23T22:56:09.322484Z
883,eclipse/tool-hadoop,100,19,Java,A popular Java api for httpclient,https://github.com/eclipse/tool-hadoop,https://github.com/eclipse/tool-hadoop.git,2021-06-02T22:56:09.312028Z,2025-02-27T22:56:09.312032Z
884,baidu/lucene,100,32,Java,A popular Java common for reactor,https://github.com/baidu/lucene,https://github.com/baidu/lucene.git,2017-06-12T22:56:09.311904Z,2024-10-17T22:56:09.311908Z
885,maven/spring-spring,100,12,Java,A popular Java server for tomcat,https://github.com/maven/spring-spring,https://github.com/maven/spring-spring.git,2016-11-25T22:56:09.311834Z,2024-10-21T22:56:09.311838Z
886,amazon/elasticsearch-server,100,21,Java,A popular Java service for hadoop,https://github.com/amazon/elasticsearch-server,https://github.com/amazon/elasticsearch-server.git,2020-03-21T22:56:09.311765Z,2025-04-28T22:56:09.311769Z
887,gradle/extension-web,100,38,Java,A popular Java extension for data,https://github.com/gradle/extension-web,https://github.com/gradle/extension-web.git,2024-07-05T22:56:09.311693Z,2025-08-24T22:56:09.311697Z
888,atlassian/mongodb-client,100,10,Java,A popular Java extension for akka,https://github.com/atlassian/mongodb-client,https://github.com/atlassian/mongodb-client.git,2015-01-24T22:56:09.351769Z,2025-07-04T22:56:09.351774Z
889,alibaba/rxjava,100,33,Java,A popular Java shared for guava,https://github.com/alibaba/rxjava,https://github.com/alibaba/rxjava.git,2012-12-16T22:56:09.350931Z,2025-07-08T22:56:09.350934Z
890,atlassian/guava,100,37,Java,A popular Java base for hadoop,https://github.com/atlassian/guava,https://github.com/atlassian/guava.git,2021-03-27T22:56:09.353507Z,2025-04-12T22:56:09.353510Z
891,atlassian/tool-zookeeper,100,25,Java,A popular Java api for spark,https://github.com/atlassian/tool-zookeeper,https://github.com/atlassian/tool-zookeeper.git,2021-12-22T22:56:09.353454Z,2025-03-27T22:56:09.353457Z
892,airbnb/server-gson-java,100,20,Java,A popular Java tool for gson,https://github.com/airbnb/server-gson-java,https://github.com/airbnb/server-gson-java.git,2021-03-04T22:56:09.353284Z,2025-02-27T22:56:09.353287Z
893,tencent/flink,100,33,Java,A popular Java utils for retrofit,https://github.com/tencent/flink,https://github.com/tencent/flink.git,2019-08-13T22:56:09.353226Z,2024-12-08T22:56:09.353229Z
894,tencent/tomcat-spring,100,20,Java,A popular Java plugin for jackson,https://github.com/tencent/tomcat-spring,https://github.com/tencent/tomcat-spring.git,2022-01-20T22:56:09.353122Z,2025-09-15T22:56:09.353125Z
895,gitlab/zookeeper-java,100,23,Java,A popular Java client for boot,https://github.com/gitlab/zookeeper-java,https://github.com/gitlab/zookeeper-java.git,2019-12-11T22:56:09.352910Z,2025-08-02T22:56:09.352913Z
896,maven/common-guava,100,20,Java,A popular Java plugin for gson,https://github.com/maven/common-guava,https://github.com/maven/common-guava.git,2011-10-05T22:56:09.352689Z,2025-08-09T22:56:09.352692Z
